2019/05/09 13:02:00 [emerg] 1#1: unexpected end of parameter, expecting ";" in command line
2019/10/22 12:58:07 [error] 12#12: *44 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: tb.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:10021/", host: "tb.haitunzhuan.com"
2019/10/22 12:58:12 [error] 12#12: *44 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: tb.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:10021/", host: "tb.haitunzhuan.com"
2020/02/19 00:29:44 [error] 12#12: *227577 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:44 [error] 12#12: *227579 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:44 [error] 12#12: *227581 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:44 [error] 12#12: *227583 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227585 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227587 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227589 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227591 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227593 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227595 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227597 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227599 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227601 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227603 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227605 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227607 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227609 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227611 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227613 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227615 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227617 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227619 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227621 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227623 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/19 00:29:45 [error] 12#12: *227625 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.136.80, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/27 00:12:50 [error] 12#12: *241715 connect() failed (111: Connection refused) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/27 00:12:50 [error] 12#12: *241717 connect() failed (111: Connection refused) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/27 00:12:51 [error] 12#12: *241719 connect() failed (111: Connection refused) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/27 00:13:00 [error] 12#12: *241721 connect() failed (111: Connection refused) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/27 14:44:45 [error] 12#12: *241810 connect() failed (111: Connection refused) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/27 14:44:45 [error] 12#12: *241812 connect() failed (111: Connection refused) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/27 14:44:45 [error] 12#12: *241814 connect() failed (111: Connection refused) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/27 14:44:46 [error] 12#12: *241816 connect() failed (111: Connection refused) while connecting to upstream, client: 192.186.129.67, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/28 22:36:23 [error] 12#12: *242244 connect() failed (111: Connection refused) while connecting to upstream, client: 185.202.2.47, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:06:43 [error] 12#12: *242326 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:15:48 [error] 12#12: *242330 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:21 [error] 12#12: *242332 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:21 [error] 12#12: *242334 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:21 [error] 12#12: *242336 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:21 [error] 12#12: *242338 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:21 [error] 12#12: *242340 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:21 [error] 12#12: *242342 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:21 [error] 12#12: *242344 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:21 [error] 12#12: *242346 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:21 [error] 12#12: *242348 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:21 [error] 12#12: *242350 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:21 [error] 12#12: *242352 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:21 [error] 12#12: *242354 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:21 [error] 12#12: *242356 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:21 [error] 12#12: *242358 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242360 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242362 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242364 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242366 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242368 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242370 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242372 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242374 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242376 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242378 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242380 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242382 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242384 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242386 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242388 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242390 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242392 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242394 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242396 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:22 [error] 12#12: *242398 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242400 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242402 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242404 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242406 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242408 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242410 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242412 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242414 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242416 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242418 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242420 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242422 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242424 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242426 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242428 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242430 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242432 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242434 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242436 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242438 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:23 [error] 12#12: *242440 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242442 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242444 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242446 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242448 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242450 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242452 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242454 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242456 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242458 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242460 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242462 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242464 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242466 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242468 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242470 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242472 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242474 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242476 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242478 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242480 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:24 [error] 12#12: *242482 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:25 [error] 12#12: *242484 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:25 [error] 12#12: *242486 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:25 [error] 12#12: *242488 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:25 [error] 12#12: *242490 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:25 [error] 12#12: *242492 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:25 [error] 12#12: *242494 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
2020/02/29 11:16:25 [error] 12#12: *242496 connect() failed (111: Connection refused) while connecting to upstream, client: 101.133.226.32, server: 0.0.0.0:37017, upstream: "119.3.205.253:50003", bytes from/to client:0/0, bytes from/to upstream:0/0
